case_id,sku,sku_name,category,supplier,supplier_name,platform,language,region,amount,date,similarity,same_item,defect_tags,defect_description,consistency,outcome,mode
RG-000127,AMZ-P22056,Home · P22056,小家电,S3,鑫源电子(劣),Amazon,en,US,90.91,2026-07-10,0.895,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000128,AMZ-P20709,Electronics · P20709,3C数码,S3,鑫源电子(劣),Amazon,en,US,104.3,2026-03-08,0.906,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000129,AMZ-P22317,Home · P22317,小家电,S6,海贸乱发(劣),Amazon,en,US,129.97,2026-04-09,0.901,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000130,AMZ-P22220,Clothing · P22220,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,60.49,2026-06-28,0.9,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000131,AMZ-P22428,Books · P22428,饰品配件,S7,锐捷制造,Amazon,en,US,171.09,2026-03-27,0.886,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,输,dataset
RG-000132,AMZ-P20727,Home · P20727,小家电,S3,鑫源电子(劣),Amazon,en,US,161.99,2026-03-23,0.896,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000133,AMZ-P22863,Toys · P22863,饰品配件,S6,海贸乱发(劣),Amazon,en,US,166.37,2025-03-05,0.835,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000134,AMZ-P21098,Clothing · P21098,服饰鞋包,S7,锐捷制造,Amazon,en,US,18.87,2026-07-13,0.912,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000135,AMZ-P21217,Electronics · P21217,3C数码,S6,海贸乱发(劣),Amazon,en,US,42.95,2026-07-01,0.653,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000136,AMZ-P21847,Beauty · P21847,饰品配件,S3,鑫源电子(劣),Amazon,en,US,38.74,2025-12-05,0.898,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000137,AMZ-P21556,Electronics · P21556,3C数码,S6,海贸乱发(劣),Amazon,en,US,297.54,2026-07-09,0.634,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000138,AMZ-P22439,Electronics · P22439,3C数码,S7,锐捷制造,Amazon,en,US,57.52,2026-01-05,0.883,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000139,AMZ-P23231,Home · P23231,小家电,S6,海贸乱发(劣),Amazon,en,US,957.24,2026-07-05,0.881,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000140,AMZ-P20393,Electronics · P20393,3C数码,S7,锐捷制造,Amazon,en,US,81.23,2025-11-23,0.893,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000141,AMZ-P22407,Toys · P22407,饰品配件,S3,鑫源电子(劣),Amazon,en,US,25.18,2025-04-24,0.909,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000142,AMZ-P21255,Clothing · P21255,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,622.94,2025-02-11,0.871,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000143,AMZ-P20902,Beauty · P20902,饰品配件,S7,锐捷制造,Amazon,en,US,101.17,2025-10-28,0.884,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000144,AMZ-P21928,Electronics · P21928,3C数码,S6,海贸乱发(劣),Amazon,en,US,130.93,2025-11-15,0.629,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000145,AMZ-P22007,Electronics · P22007,3C数码,S3,鑫源电子(劣),Amazon,en,US,408.37,2026-04-22,0.871,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000146,AMZ-P23683,Clothing · P23683,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,44.6,2025-02-16,0.643,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000147,AMZ-P23348,Clothing · P23348,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,152.28,2026-02-16,0.85,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000148,AMZ-P20820,Electronics · P20820,3C数码,S3,鑫源电子(劣),Amazon,en,US,157.51,2025-05-03,0.844,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000149,AMZ-P21209,Clothing · P21209,服饰鞋包,S7,锐捷制造,Amazon,en,US,30.27,2025-06-06,0.934,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000150,AMZ-P21927,Electronics · P21927,3C数码,S7,锐捷制造,Amazon,en,US,231.66,2026-02-19,0.919,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000151,AMZ-P22406,Clothing · P22406,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,412.1,2025-11-28,0.627,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000152,AMZ-P22925,Clothing · P22925,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,72.9,2025-11-01,0.902,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000153,AMZ-P20472,Clothing · P20472,服饰鞋包,S7,锐捷制造,Amazon,en,US,98.86,2025-11-07,0.923,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000154,AMZ-P22348,Electronics · P22348,3C数码,S6,海贸乱发(劣),Amazon,en,US,88.04,2026-04-20,0.613,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000155,AMZ-P22392,Clothing · P22392,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,223.0,2025-02-24,0.879,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000156,AMZ-P23356,Clothing · P23356,服饰鞋包,S7,锐捷制造,Amazon,en,US,31.07,2025-02-03,0.907,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000157,AMZ-P21486,Electronics · P21486,3C数码,S7,锐捷制造,Amazon,en,US,174.98,2026-07-22,0.9,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000158,AMZ-P23504,Toys · P23504,饰品配件,S7,锐捷制造,Amazon,en,US,108.55,2025-05-20,0.872,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000159,AMZ-P23664,Electronics · P23664,3C数码,S7,锐捷制造,Amazon,en,US,539.98,2026-01-25,0.899,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000160,AMZ-P22985,Books · P22985,饰品配件,S3,鑫源电子(劣),Amazon,en,US,61.12,2025-05-22,0.882,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000161,AMZ-P23993,Books · P23993,饰品配件,S7,锐捷制造,Amazon,en,US,139.42,2025-09-20,0.911,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000162,AMZ-P22574,Sports · P22574,服饰鞋包,S7,锐捷制造,Amazon,en,US,51.89,2025-05-22,0.915,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000163,AMZ-P23095,Home · P23095,小家电,S7,锐捷制造,Amazon,en,US,17.57,2025-01-29,0.907,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000164,AMZ-P20488,Electronics · P20488,3C数码,S3,鑫源电子(劣),Amazon,en,US,26.85,2026-06-12,0.871,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000165,AMZ-P23136,Beauty · P23136,饰品配件,S7,锐捷制造,Amazon,en,US,403.46,2026-04-20,0.885,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000166,AMZ-P20677,Toys · P20677,饰品配件,S7,锐捷制造,Amazon,en,US,37.38,2025-12-08,0.892,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000167,AMZ-P23192,Home · P23192,小家电,S6,海贸乱发(劣),Amazon,en,US,67.23,2025-10-21,0.609,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000168,AMZ-P23685,Home · P23685,小家电,S6,海贸乱发(劣),Amazon,en,US,123.7,2026-03-10,0.615,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000169,AMZ-P21956,Sports · P21956,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,41.64,2026-04-23,0.617,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000170,AMZ-P22713,Home · P22713,小家电,S6,海贸乱发(劣),Amazon,en,US,484.6,2025-11-22,0.85,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000171,AMZ-P22908,Electronics · P22908,3C数码,S3,鑫源电子(劣),Amazon,en,US,91.17,2026-04-18,0.864,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000172,AMZ-P22313,Books · P22313,饰品配件,S3,鑫源电子(劣),Amazon,en,US,135.21,2026-03-07,0.886,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000173,AMZ-P21461,Home · P21461,小家电,S6,海贸乱发(劣),Amazon,en,US,177.46,2025-06-17,0.62,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000174,AMZ-P21871,Electronics · P21871,3C数码,S7,锐捷制造,Amazon,en,US,33.3,2025-01-01,0.898,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000175,AMZ-P22348,Electronics · P22348,3C数码,S6,海贸乱发(劣),Amazon,en,US,233.81,2026-03-17,0.662,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000176,AMZ-P22824,Clothing · P22824,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,407.69,2025-08-26,0.917,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000177,AMZ-P23766,Electronics · P23766,3C数码,S6,海贸乱发(劣),Amazon,en,US,88.11,2026-02-14,0.663,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000178,AMZ-P21604,Beauty · P21604,饰品配件,S3,鑫源电子(劣),Amazon,en,US,381.33,2025-02-05,0.881,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000179,AMZ-P20711,Home · P20711,小家电,S6,海贸乱发(劣),Amazon,en,US,16.59,2026-05-09,0.835,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000180,AMZ-P21677,Clothing · P21677,服饰鞋包,S7,锐捷制造,Amazon,en,US,45.02,2026-04-30,0.943,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000181,AMZ-P21438,Electronics · P21438,3C数码,S7,锐捷制造,Amazon,en,US,44.95,2026-08-12,0.92,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000182,AMZ-P23912,Home · P23912,小家电,S7,锐捷制造,Amazon,en,US,170.15,2025-03-30,0.939,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000183,AMZ-P21657,Home · P21657,小家电,S6,海贸乱发(劣),Amazon,en,US,281.24,2026-05-01,0.663,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000184,AMZ-P22806,Home · P22806,小家电,S3,鑫源电子(劣),Amazon,en,US,275.53,2025-04-29,0.878,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000185,AMZ-P23545,Toys · P23545,饰品配件,S7,锐捷制造,Amazon,en,US,65.23,2025-07-22,0.883,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000186,AMZ-P21739,Books · P21739,饰品配件,S7,锐捷制造,Amazon,en,US,146.61,2025-02-20,0.923,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,输,dataset
RG-000187,AMZ-P21929,Beauty · P21929,饰品配件,S7,锐捷制造,Amazon,en,US,139.75,2025-10-29,0.928,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000188,AMZ-P23192,Home · P23192,小家电,S3,鑫源电子(劣),Amazon,en,US,110.51,2026-05-23,0.878,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000189,AMZ-P23957,Clothing · P23957,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,146.14,2025-01-04,0.845,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000190,AMZ-P20464,Toys · P20464,饰品配件,S6,海贸乱发(劣),Amazon,en,US,283.05,2025-07-12,0.836,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000191,AMZ-P21803,Beauty · P21803,饰品配件,S7,锐捷制造,Amazon,en,US,123.62,2026-05-24,0.892,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000192,AMZ-P20144,Electronics · P20144,3C数码,S7,锐捷制造,Amazon,en,US,223.3,2024-12-24,0.878,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000193,AMZ-P23504,Home · P23504,小家电,S7,锐捷制造,Amazon,en,US,74.84,2025-05-22,0.918,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000194,AMZ-P21781,Electronics · P21781,3C数码,S6,海贸乱发(劣),Amazon,en,US,287.06,2026-01-19,0.63,False,货不对板,Not as described,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000195,AMZ-P23005,Electronics · P23005,3C数码,S6,海贸乱发(劣),Amazon,en,US,99.87,2025-12-19,0.888,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000196,AMZ-P21570,Clothing · P21570,服饰鞋包,S7,锐捷制造,Amazon,en,US,274.41,2025-05-22,0.913,True,无明显瑕疵,Duplicate order,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000197,AMZ-P23759,Clothing · P23759,服饰鞋包,S7,锐捷制造,Amazon,en,US,101.73,2025-08-19,0.908,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000198,AMZ-P21808,Electronics · P21808,3C数码,S6,海贸乱发(劣),Amazon,en,US,314.97,2026-06-21,0.655,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000199,AMZ-P23543,Electronics · P23543,3C数码,S3,鑫源电子(劣),Amazon,en,US,73.44,2025-02-22,0.893,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000200,AMZ-P22722,Electronics · P22722,3C数码,S3,鑫源电子(劣),Amazon,en,US,400.29,2025-10-08,0.9,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000201,AMZ-P21443,Home · P21443,小家电,S3,鑫源电子(劣),Amazon,en,US,594.63,2025-03-06,0.878,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000202,AMZ-P21746,Clothing · P21746,服饰鞋包,S6,海贸乱发(劣),Amazon,en,US,202.8,2025-12-15,0.862,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000203,AMZ-P22603,Books · P22603,饰品配件,S6,海贸乱发(劣),Amazon,en,US,96.02,2026-01-13,0.891,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000204,AMZ-P20877,Home · P20877,小家电,S7,锐捷制造,Amazon,en,US,13.23,2026-02-26,0.871,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000205,AMZ-P20949,Beauty · P20949,饰品配件,S6,海贸乱发(劣),Amazon,en,US,57.91,2025-05-04,0.838,True,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000206,AMZ-P20665,Electronics · P20665,3C数码,S7,锐捷制造,Amazon,en,US,146.42,2025-02-04,0.89,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000207,AMZ-P22721,Home · P22721,小家电,S7,锐捷制造,Amazon,en,US,105.56,2026-06-14,0.912,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000208,AMZ-P20416,Home · P20416,小家电,S6,海贸乱发(劣),Amazon,en,US,20.95,2025-09-06,0.644,False,货不对板,Wrong item,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000209,AMZ-P22267,Electronics · P22267,3C数码,S3,鑫源电子(劣),Amazon,en,US,91.97,2025-04-14,0.86,True,外包装破损,Damaged,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000210,AMZ-P20672,Home · P20672,小家电,S6,海贸乱发(劣),Amazon,en,US,81.27,2026-03-14,0.813,False,货不对板,Size/fit issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000211,AMZ-P20111,Beauty · P20111,饰品配件,S3,鑫源电子(劣),Amazon,en,US,36.83,2026-07-17,0.875,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,输,dataset
RG-000212,AMZ-P22352,Home · P22352,小家电,S7,锐捷制造,Amazon,en,US,123.1,2025-02-08,0.874,True,无明显瑕疵,Late delivery,一致（疑似非质量原因，倾向买家责任）,赢,dataset
RG-000213,AMZ-P23913,Clothing · P23913,服饰鞋包,S7,锐捷制造,Amazon,en,US,442.3,2026-07-17,0.969,True,无明显瑕疵,Changed mind,一致（疑似非质量原因，倾向买家责任）,部分退款,dataset
RG-000214,AMZ-P20596,Beauty · P20596,饰品配件,S3,鑫源电子(劣),Amazon,en,US,60.53,2025-05-05,0.873,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,部分退款,dataset
RG-000215,AMZ-P21396,Home · P21396,小家电,S3,鑫源电子(劣),Amazon,en,US,214.45,2025-02-05,0.878,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000216,AMZ-P20094,Clothing · P20094,服饰鞋包,S3,鑫源电子(劣),Amazon,en,US,70.05,2026-01-29,0.916,True,功能故障,Quality issue,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
RG-000217,AMZ-P23207,Toys · P23207,饰品配件,S6,海贸乱发(劣),Amazon,en,US,206.13,2026-03-09,0.86,True,商品缺件,Missing parts,存在差异（货不对板 / 运输或质量瑕疵）,赢,dataset
